2025-09-12 20:12:28,037 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:12:28,098 | INFO | monitoring | Inserted ticks monitoring data for 21 messages.
2025-09-12 20:12:29,039 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:12:30,063 | INFO | kafka_consumer | Inserted 4 rows to ticks_db.
2025-09-12 20:12:31,076 | INFO | kafka_consumer | Inserted 5 rows to ticks_db.
2025-09-12 20:12:31,153 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:12:32,082 | INFO | kafka_consumer | Inserted 11 rows to ticks_db.
2025-09-12 20:12:33,066 | INFO | kafka_consumer | Inserted 4 rows to ticks_db.
2025-09-12 20:12:33,169 | INFO | monitoring | Inserted ticks monitoring data for 26 messages.
2025-09-12 20:12:34,098 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:12:35,124 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:12:36,101 | INFO | kafka_consumer | Inserted 4 rows to ticks_db.
2025-09-12 20:12:36,191 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:12:37,104 | INFO | kafka_consumer | Inserted 4 rows to ticks_db.
2025-09-12 20:12:38,106 | INFO | kafka_consumer | Inserted 8 rows to ticks_db.
2025-09-12 20:12:38,240 | INFO | monitoring | Inserted ticks monitoring data for 19 messages.
2025-09-12 20:12:39,134 | INFO | kafka_consumer | Inserted 6 rows to ticks_db.
2025-09-12 20:12:40,144 | INFO | kafka_consumer | Inserted 48 rows to ticks_db.
2025-09-12 20:12:41,115 | INFO | kafka_consumer | Inserted 98 rows to ticks_db.
2025-09-12 20:12:41,218 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:12:42,123 | INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:12:43,120 | INFO | kafka_consumer | Inserted 9 rows to ticks_db.
2025-09-12 20:12:43,333 | INFO | monitoring | Inserted ticks monitoring data for 164 messages.
2025-09-12 20:12:44,121 | INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:12:46,123 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:12:46,249 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:12:48,395 | INFO | monitoring | Inserted ticks monitoring data for 4 messages.
2025-09-12 20:12:49,120 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:12:50,138 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:12:51,126 | INFO | kafka_consumer | Inserted 41 rows to ticks_db.
2025-09-12 20:12:51,287 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:12:52,152 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:12:53,136 | INFO | kafka_consumer | Inserted 50 rows to ticks_db.
2025-09-12 20:12:53,471 | INFO | monitoring | Inserted ticks monitoring data for 97 messages.
2025-09-12 20:12:54,130 | INFO | kafka_consumer | Inserted 18 rows to ticks_db.
2025-09-12 20:12:55,182 | INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:12:55,233 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:12:56,135 | INFO | kafka_consumer | Inserted 13 rows to ticks_db.
2025-09-12 20:12:56,337 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:12:57,134 | INFO | kafka_consumer | Inserted 7 rows to ticks_db.
2025-09-12 20:12:58,134 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:12:58,597 | INFO | monitoring | Inserted ticks monitoring data for 192 messages.
2025-09-12 20:12:59,136 | INFO | kafka_consumer | Inserted 5 rows to ticks_db.
2025-09-12 20:13:00,136 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:13:01,142 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:13:01,402 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:13:02,163 | INFO | kafka_consumer | Inserted 12 rows to ticks_db.
2025-09-12 20:13:03,138 | INFO | kafka_consumer | Inserted 54 rows to ticks_db.
2025-09-12 20:13:03,688 | INFO | monitoring | Inserted ticks monitoring data for 74 messages.
2025-09-12 20:13:04,208 | INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:13:04,246 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:13:05,175 | INFO | kafka_consumer | Inserted 19 rows to ticks_db.
2025-09-12 20:13:06,222 | INFO | kafka_consumer | Inserted 72 rows to ticks_db.
2025-09-12 20:13:06,270 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:13:06,443 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:13:07,166 | INFO | kafka_consumer | Inserted 79 rows to ticks_db.
2025-09-12 20:13:08,824 | INFO | monitoring | Inserted ticks monitoring data for 473 messages.
2025-09-12 20:13:09,205 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:13:10,153 | INFO | kafka_consumer | Inserted 82 rows to ticks_db.
2025-09-12 20:13:11,145 | INFO | kafka_consumer | Inserted 18 rows to ticks_db.
2025-09-12 20:13:11,524 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:13:12,147 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:13:13,895 | INFO | monitoring | Inserted ticks monitoring data for 103 messages.
2025-09-12 20:13:14,148 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:13:15,219 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:13:15,251 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:13:16,147 | INFO | kafka_consumer | Inserted 7 rows to ticks_db.
2025-09-12 20:13:16,568 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:13:18,154 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:13:18,981 | INFO | monitoring | Inserted ticks monitoring data for 161 messages.
2025-09-12 20:13:19,154 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:13:21,183 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:13:21,619 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:13:22,159 | INFO | kafka_consumer | Inserted 50 rows to ticks_db.
2025-09-12 20:13:23,158 | INFO | kafka_consumer | Inserted 4 rows to ticks_db.
2025-09-12 20:13:24,062 | INFO | monitoring | Inserted ticks monitoring data for 56 messages.
2025-09-12 20:13:24,157 | INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:13:26,158 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:13:26,656 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:13:27,162 | INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:13:28,161 | INFO | kafka_consumer | Inserted 6 rows to ticks_db.
2025-09-12 20:13:29,135 | INFO | monitoring | Inserted ticks monitoring data for 14 messages.
2025-09-12 20:13:29,165 | INFO | kafka_consumer | Inserted 5 rows to ticks_db.
2025-09-12 20:13:30,163 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:13:31,162 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:13:31,687 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:13:32,168 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:13:33,168 | INFO | kafka_consumer | Inserted 8 rows to ticks_db.
2025-09-12 20:13:34,194 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:13:34,229 | INFO | monitoring | Inserted ticks monitoring data for 17 messages.
2025-09-12 20:13:35,171 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:13:36,174 | INFO | kafka_consumer | Inserted 6 rows to ticks_db.
2025-09-12 20:13:36,727 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:13:37,167 | INFO | kafka_consumer | Inserted 11 rows to ticks_db.
2025-09-12 20:13:38,166 | INFO | kafka_consumer | Inserted 4 rows to ticks_db.
2025-09-12 20:13:39,170 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:13:39,305 | INFO | monitoring | Inserted ticks monitoring data for 24 messages.
2025-09-12 20:13:40,170 | INFO | kafka_consumer | Inserted 4 rows to ticks_db.
2025-09-12 20:13:41,169 | INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:13:41,759 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:13:42,173 | INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:13:43,174 | INFO | kafka_consumer | Inserted 5 rows to ticks_db.
2025-09-12 20:13:44,172 | INFO | kafka_consumer | Inserted 9 rows to ticks_db.
2025-09-12 20:13:44,378 | INFO | monitoring | Inserted ticks monitoring data for 24 messages.
2025-09-12 20:13:45,175 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:13:46,169 | INFO | kafka_consumer | Inserted 4 rows to ticks_db.
2025-09-12 20:13:46,799 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:13:47,176 | INFO | kafka_consumer | Inserted 4 rows to ticks_db.
2025-09-12 20:13:48,170 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:13:49,207 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:13:49,454 | INFO | monitoring | Inserted ticks monitoring data for 12 messages.
2025-09-12 20:13:50,253 | INFO | kafka_consumer | Inserted 77 rows to ticks_db.
2025-09-12 20:13:50,285 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:13:51,281 | INFO | kafka_consumer | Inserted 11 rows to ticks_db.
2025-09-12 20:13:51,378 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:13:51,436 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:13:51,830 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:13:52,327 | INFO | kafka_consumer | Inserted 119 rows to ticks_db.
2025-09-12 20:13:52,451 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:13:52,632 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:13:52,692 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:13:52,750 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:13:52,762 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:13:52,778 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:13:53,319 | INFO | kafka_consumer | Inserted 13 rows to ticks_db.
2025-09-12 20:13:53,360 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:13:54,303 | INFO | kafka_consumer | Inserted 25 rows to ticks_db.
2025-09-12 20:13:54,582 | INFO | monitoring | Inserted ticks monitoring data for 1745 messages.
2025-09-12 20:13:55,316 | INFO | kafka_consumer | Inserted 108 rows to ticks_db.
2025-09-12 20:13:56,298 | INFO | kafka_consumer | Inserted 131 rows to ticks_db.
2025-09-12 20:13:56,878 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:13:57,322 | INFO | kafka_consumer | Inserted 70 rows to ticks_db.
2025-09-12 20:13:59,330 | INFO | kafka_consumer | Inserted 130 rows to ticks_db.
2025-09-12 20:13:59,362 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:13:59,672 | INFO | monitoring | Inserted ticks monitoring data for 589 messages.
2025-09-12 20:14:00,306 | INFO | kafka_consumer | Inserted 4 rows to ticks_db.
2025-09-12 20:14:01,339 | INFO | kafka_consumer | Inserted 99 rows to ticks_db.
2025-09-12 20:14:01,379 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:14:01,954 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:14:02,278 | INFO | kafka_consumer | Inserted 30 rows to ticks_db.
2025-09-12 20:14:03,282 | INFO | kafka_consumer | Inserted 8 rows to ticks_db.
2025-09-12 20:14:04,306 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:14:04,758 | INFO | monitoring | Inserted ticks monitoring data for 292 messages.
2025-09-12 20:14:05,326 | INFO | kafka_consumer | Inserted 81 rows to ticks_db.
2025-09-12 20:14:06,275 | INFO | kafka_consumer | Inserted 108 rows to ticks_db.
2025-09-12 20:14:07,012 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:14:07,287 | INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:14:08,276 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:14:09,279 | INFO | kafka_consumer | Inserted 5 rows to ticks_db.
2025-09-12 20:14:09,857 | INFO | monitoring | Inserted ticks monitoring data for 198 messages.
2025-09-12 20:14:10,288 | INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:14:11,284 | INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:14:12,050 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:14:12,278 | INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:14:13,277 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:14:14,374 | INFO | kafka_consumer | Inserted 4 rows to ticks_db.
2025-09-12 20:14:14,445 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:14:14,482 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:14:14,932 | INFO | monitoring | Inserted ticks monitoring data for 314 messages.
2025-09-12 20:14:15,308 | INFO | kafka_consumer | Inserted 9 rows to ticks_db.
2025-09-12 20:14:16,286 | INFO | kafka_consumer | Inserted 70 rows to ticks_db.
2025-09-12 20:14:17,083 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:14:17,360 | INFO | kafka_consumer | Inserted 11 rows to ticks_db.
2025-09-12 20:14:17,447 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:14:17,506 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:14:18,319 | INFO | kafka_consumer | Inserted 40 rows to ticks_db.
2025-09-12 20:14:19,294 | INFO | kafka_consumer | Inserted 60 rows to ticks_db.
2025-09-12 20:14:20,018 | INFO | monitoring | Inserted ticks monitoring data for 490 messages.
2025-09-12 20:14:20,289 | INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:14:21,287 | INFO | kafka_consumer | Inserted 6 rows to ticks_db.
2025-09-12 20:14:22,136 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:14:22,287 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:14:23,288 | INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:14:24,384 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:14:24,439 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:14:25,094 | INFO | monitoring | Inserted ticks monitoring data for 165 messages.
2025-09-12 20:14:25,295 | INFO | kafka_consumer | Inserted 131 rows to ticks_db.
2025-09-12 20:14:26,292 | INFO | kafka_consumer | Inserted 4 rows to ticks_db.
2025-09-12 20:14:27,179 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:14:27,292 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:14:28,321 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:14:29,296 | INFO | kafka_consumer | Inserted 48 rows to ticks_db.
2025-09-12 20:14:30,183 | INFO | monitoring | Inserted ticks monitoring data for 185 messages.
2025-09-12 20:14:30,343 | INFO | kafka_consumer | Inserted 4 rows to ticks_db.
2025-09-12 20:14:31,304 | INFO | kafka_consumer | Inserted 110 rows to ticks_db.
2025-09-12 20:14:32,216 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:14:32,311 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:14:33,331 | INFO | kafka_consumer | Inserted 22 rows to ticks_db.
2025-09-12 20:14:34,302 | INFO | kafka_consumer | Inserted 60 rows to ticks_db.
2025-09-12 20:14:35,282 | INFO | monitoring | Inserted ticks monitoring data for 197 messages.
2025-09-12 20:14:35,381 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:14:35,445 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:14:36,305 | INFO | kafka_consumer | Inserted 81 rows to ticks_db.
2025-09-12 20:14:37,247 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:14:37,306 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:14:38,305 | INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:14:39,308 | INFO | kafka_consumer | Inserted 4 rows to ticks_db.
2025-09-12 20:14:40,311 | INFO | kafka_consumer | Inserted 9 rows to ticks_db.
2025-09-12 20:14:40,390 | INFO | monitoring | Inserted ticks monitoring data for 242 messages.
2025-09-12 20:14:41,356 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:14:42,287 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:14:42,330 | INFO | kafka_consumer | Inserted 95 rows to ticks_db.
2025-09-12 20:14:43,332 | INFO | kafka_consumer | Inserted 45 rows to ticks_db.
2025-09-12 20:14:44,312 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:14:45,320 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:14:45,473 | INFO | monitoring | Inserted ticks monitoring data for 144 messages.
2025-09-12 20:14:46,398 | INFO | kafka_consumer | Inserted 7 rows to ticks_db.
2025-09-12 20:14:46,493 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:14:46,535 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:14:47,381 | INFO | kafka_consumer | Inserted 52 rows to ticks_db.
2025-09-12 20:14:47,389 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:14:47,463 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:14:48,365 | INFO | kafka_consumer | Inserted 45 rows to ticks_db.
2025-09-12 20:14:49,321 | INFO | kafka_consumer | Inserted 126 rows to ticks_db.
2025-09-12 20:14:50,340 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:14:50,561 | INFO | monitoring | Inserted ticks monitoring data for 682 messages.
2025-09-12 20:14:51,331 | INFO | kafka_consumer | Inserted 46 rows to ticks_db.
2025-09-12 20:14:52,325 | INFO | kafka_consumer | Inserted 18 rows to ticks_db.
2025-09-12 20:14:52,432 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:14:53,348 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:14:54,335 | INFO | kafka_consumer | Inserted 44 rows to ticks_db.
2025-09-12 20:14:55,354 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:14:55,665 | INFO | monitoring | Inserted ticks monitoring data for 110 messages.
2025-09-12 20:14:57,336 | INFO | kafka_consumer | Inserted 44 rows to ticks_db.
2025-09-12 20:14:57,473 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:14:58,361 | INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:14:59,343 | INFO | kafka_consumer | Inserted 43 rows to ticks_db.
2025-09-12 20:15:00,346 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:15:00,760 | INFO | monitoring | Inserted ticks monitoring data for 92 messages.
2025-09-12 20:15:01,340 | INFO | kafka_consumer | Inserted 4 rows to ticks_db.
2025-09-12 20:15:02,350 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:15:02,510 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:15:03,345 | INFO | kafka_consumer | Inserted 8 rows to ticks_db.
2025-09-12 20:15:04,371 | INFO | kafka_consumer | Inserted 9 rows to ticks_db.
2025-09-12 20:15:05,350 | INFO | kafka_consumer | Inserted 74 rows to ticks_db.
2025-09-12 20:15:05,834 | INFO | monitoring | Inserted ticks monitoring data for 96 messages.
2025-09-12 20:15:06,348 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:15:07,347 | INFO | kafka_consumer | Inserted 11 rows to ticks_db.
2025-09-12 20:15:07,581 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:15:08,370 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:15:09,350 | INFO | kafka_consumer | Inserted 56 rows to ticks_db.
2025-09-12 20:15:10,376 | INFO | kafka_consumer | Inserted 4 rows to ticks_db.
2025-09-12 20:15:10,943 | INFO | monitoring | Inserted ticks monitoring data for 74 messages.
2025-09-12 20:15:11,416 | INFO | kafka_consumer | Inserted 60 rows to ticks_db.
2025-09-12 20:15:11,449 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:15:12,628 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:15:13,355 | INFO | kafka_consumer | Inserted 12 rows to ticks_db.
2025-09-12 20:15:14,356 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:15:15,374 | INFO | kafka_consumer | Inserted 7 rows to ticks_db.
2025-09-12 20:15:16,028 | INFO | monitoring | Inserted ticks monitoring data for 230 messages.
2025-09-12 20:15:16,363 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:15:17,367 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:15:17,667 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:15:18,451 | INFO | kafka_consumer | Inserted 9 rows to ticks_db.
2025-09-12 20:15:18,513 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:15:19,436 | INFO | kafka_consumer | Inserted 146 rows to ticks_db.
2025-09-12 20:15:20,404 | INFO | kafka_consumer | Inserted 138 rows to ticks_db.
2025-09-12 20:15:21,126 | INFO | monitoring | Inserted ticks monitoring data for 446 messages.
2025-09-12 20:15:21,396 | INFO | kafka_consumer | Inserted 77 rows to ticks_db.
2025-09-12 20:15:22,409 | INFO | kafka_consumer | Inserted 49 rows to ticks_db.
2025-09-12 20:15:22,706 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:15:23,382 | INFO | kafka_consumer | Inserted 102 rows to ticks_db.
2025-09-12 20:15:24,403 | INFO | kafka_consumer | Inserted 7 rows to ticks_db.
2025-09-12 20:15:25,375 | INFO | kafka_consumer | Inserted 55 rows to ticks_db.
2025-09-12 20:15:26,223 | INFO | monitoring | Inserted ticks monitoring data for 290 messages.
2025-09-12 20:15:27,446 | INFO | kafka_consumer | Inserted 9 rows to ticks_db.
2025-09-12 20:15:27,745 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:15:28,393 | INFO | kafka_consumer | Inserted 143 rows to ticks_db.
2025-09-12 20:15:29,376 | INFO | kafka_consumer | Inserted 45 rows to ticks_db.
2025-09-12 20:15:30,381 | INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:15:31,304 | INFO | monitoring | Inserted ticks monitoring data for 200 messages.
2025-09-12 20:15:31,374 | INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:15:32,384 | INFO | kafka_consumer | Inserted 4 rows to ticks_db.
2025-09-12 20:15:32,794 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:15:33,379 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:15:34,387 | INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:15:35,380 | INFO | kafka_consumer | Inserted 11 rows to ticks_db.
2025-09-12 20:15:36,511 | INFO | kafka_consumer | Inserted 4 rows to ticks_db.
2025-09-12 20:15:36,566 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:15:36,576 | INFO | monitoring | Inserted ticks monitoring data for 20 messages.
2025-09-12 20:15:37,380 | INFO | kafka_consumer | Inserted 69 rows to ticks_db.
2025-09-12 20:15:37,841 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:15:38,388 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:15:39,407 | INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:15:40,391 | INFO | kafka_consumer | Inserted 69 rows to ticks_db.
2025-09-12 20:15:41,419 | INFO | kafka_consumer | Inserted 15 rows to ticks_db.
2025-09-12 20:15:41,645 | INFO | monitoring | Inserted ticks monitoring data for 158 messages.
2025-09-12 20:15:42,404 | INFO | kafka_consumer | Inserted 84 rows to ticks_db.
2025-09-12 20:15:42,881 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:15:43,413 | INFO | kafka_consumer | Inserted 43 rows to ticks_db.
2025-09-12 20:15:44,398 | INFO | kafka_consumer | Inserted 49 rows to ticks_db.
2025-09-12 20:15:45,393 | INFO | kafka_consumer | Inserted 20 rows to ticks_db.
2025-09-12 20:15:46,427 | INFO | kafka_consumer | Inserted 4 rows to ticks_db.
2025-09-12 20:15:46,723 | INFO | monitoring | Inserted ticks monitoring data for 200 messages.
2025-09-12 20:15:47,393 | INFO | kafka_consumer | Inserted 86 rows to ticks_db.
2025-09-12 20:15:47,920 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:15:48,396 | INFO | kafka_consumer | Inserted 6 rows to ticks_db.
2025-09-12 20:15:49,475 | INFO | kafka_consumer | Inserted 6 rows to ticks_db.
2025-09-12 20:15:49,527 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:15:50,455 | INFO | kafka_consumer | Inserted 52 rows to ticks_db.
2025-09-12 20:15:51,457 | INFO | kafka_consumer | Inserted 59 rows to ticks_db.
2025-09-12 20:15:51,795 | INFO | monitoring | Inserted ticks monitoring data for 359 messages.
2025-09-12 20:15:52,485 | INFO | kafka_consumer | Inserted 93 rows to ticks_db.
2025-09-12 20:15:52,963 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:15:53,462 | INFO | kafka_consumer | Inserted 133 rows to ticks_db.
2025-09-12 20:15:54,507 | INFO | kafka_consumer | Inserted 79 rows to ticks_db.
2025-09-12 20:15:54,562 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:15:55,434 | INFO | kafka_consumer | Inserted 49 rows to ticks_db.
2025-09-12 20:15:56,460 | INFO | kafka_consumer | Inserted 4 rows to ticks_db.
2025-09-12 20:15:56,945 | INFO | monitoring | Inserted ticks monitoring data for 508 messages.
2025-09-12 20:15:57,491 | INFO | kafka_consumer | Inserted 33 rows to ticks_db.
2025-09-12 20:15:58,054 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:15:58,483 | INFO | kafka_consumer | Inserted 112 rows to ticks_db.
2025-09-12 20:16:00,450 | INFO | kafka_consumer | Inserted 89 rows to ticks_db.
2025-09-12 20:16:01,464 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:16:02,079 | INFO | monitoring | Inserted ticks monitoring data for 235 messages.
2025-09-12 20:16:02,475 | INFO | kafka_consumer | Inserted 3 rows to ticks_db.
